"","org_name","funding_type","transaction_amount_usd","funding_date","diversity","transaction_name","org_industry","org_location","org_revenue_range","total_raised_usd","lead_investors","num_investors","cb_rank","women_founded_led","black_founded_led","hispanic_latinx_founded_led","s_asian_founded_led","se_asian_founded_led","e_asian_founded_led","m_eastern_n_african_founded_led","indigenous_founded_led","region","vertical_finance","vertical_health","vertical_transport","vertical_tech","vertical_software","vertical_ecommerce"
"84","Gliimpse","Seed",1e+06,"2015",NA,"Seed Round - Gliimpse","Health Care, Information Technology","California","$10M to $50M",1e+06,NA,NA,101712,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"85","Extem","Pre-Seed",50000,"2015",NA,"Pre Seed Round - Extem","Biotechnology, Health Care","California","$1M to $10M",50000,"SOSV",2,102081,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"86","Senseye, Inc.","Seed",3e+05,"2015",NA,"Seed Round - Senseye, Inc.","Information Technology, Wearables","California","Less than $1M",450000,NA,NA,102397,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"87","finEngine, Inc.","Seed",36000,"2015",NA,"Seed Round - finEngine, Inc.","Banking, Crowdfunding, Financial Services","Illinois","$1M to $10M",36000,NA,1,103892,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"88","KindHealth","Seed",1900000,"2015",NA,"Seed Round - KindHealth","Direct Sales, Employee Benefits, Financial Services, FinTech, Health Care, Health Insurance, Insurance, Medical, Sharing Economy","Texas","$50M to $100M",6400000,NA,NA,105009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"89","Amplion","Seed",1260000,"2015",NA,"Seed Round - Amplion","Artificial Intelligence, Biotechnology, Business Intelligence, Machine Learning, Software","Oregon","$1M to $10M",2635000,"Seven Peaks Ventures",4,317910,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"90","Surprise Ride","Seed",2e+06,"2015","Women Founded, Women Led","Seed Round - Surprise Ride","Children, E-Commerce, Subscription Service","District of Columbia","$1M to $10M",4300000,NA,NA,318067,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"91","Adherence Compliance","Seed",170000,"2015",NA,"Seed Round - Adherence Compliance","Big Data, Cannabis, Compliance, Financial Services, Government, Information Technology, Legal, Software","Colorado","Less than $1M",270000,NA,NA,107911,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"92","Zootly","Seed",9e+05,"2015",NA,"Seed Round - Zootly","Information Technology, Logistics","New York","$1M to $10M",8200000,NA,NA,322689,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"93","Biloba LLC","Seed",1660623,"2015",NA,"Seed Round - Biloba LLC","Retail Technology","Texas","Less than $1M",1660623,NA,NA,326278,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"94","ALTATHERA Pharmaceuticals","Seed",1e+06,"2015","Women Led","Seed Round - ALTATHERA Pharmaceuticals","Biotechnology, Health Care, Pharmaceutical, Therapeutics","Illinois","$1M to $10M",5075000,NA,NA,354828,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Midwest",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"95","Z80 Labs Technology Incubator","Seed",1500000,"2015",NA,"Seed Round - Z80 Labs Technology Incubator","Finance, Incubators, Internet, Mobile, Software, Training","New York",NA,7500000,NA,NA,355236,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"96","Elmy","Seed",1e+06,"2015",NA,"Seed Round - Elmy","Communities, E-Commerce, Location Based Services, Marketplace, Sharing Economy","California","Less than $1M",2e+06,NA,NA,356619,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"97","Depict","Seed",2400000,"2015","Women Founded","Seed Round - Depict","Art, Communities, Digital Media, E-Commerce, Information Technology, Internet of Things","California","$1M to $10M",3954396,NA,11,357736,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"98","Fletch","Seed",2e+05,"2015","Black / African American Founded, Black / African American Led","Seed Round - Fletch","Corporate Training, Education, Mobile, Software","Ohio","$1M to $10M",2e+05,NA,NA,359726,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"99","Inkjets.com","Seed",1e+06,"2015",NA,"Seed Round - Inkjets.com","Consumer Electronics, Hardware, Printing","California","$10M to $50M",1e+06,NA,1,361784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"100","Bluurp","Seed",1e+05,"2015",NA,"Seed Round - Bluurp","Apps, Blogging Platforms, Music, Photo Sharing, Search Engine","California","$1M to $10M",1e+05,NA,1,281191,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"101","Bitext","Seed",9e+05,"2015",NA,"Seed Round - Bitext","Artificial Intelligence, Developer APIs, Machine Learning, Natural Language Processing, Semantic Search, Software, Text Analytics","California","$1M to $10M",2880931,NA,1,361945,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"102","ClearGraph","Seed",1525000,"2015",NA,"Seed Round - ClearGraph","Analytics, Artificial Intelligence, Enterprise Software, Knowledge Management, Machine Learning, Natural Language Processing, Semantic Search","California","$1M to $10M",3025000,"Accel",10,362129,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"103","Roo","Seed",7e+05,"2015","Women Founded","Seed Round - Roo","Apps, Mobile, Real Time","California","Less than $1M",7e+05,NA,NA,362401,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"104","Localvore","Seed",1e+06,"2015",NA,"Seed Round - Localvore","Advertising, Information Technology, Internet, Marketing","Vermont","Less than $1M",5487849,NA,NA,363074,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"105","Donde Search","Seed",3500000,"2015","Women Founded, Women Led","Seed Round - Donde Search","Artificial Intelligence, Computer Vision, E-Commerce, Fashion, Machine Learning, Mobile, Retail Technology, Search Engine, Shopping, Visual Search","New York","$1M to $10M",1e+07,"Golden Seeds",3,363429,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"106","Tuition.io","Seed",1250000,"2015",NA,"Seed Round - Tuition.io","Education, Finance, Financial Services, Personal Finance","California","Less than $1M",15150000,NA,8,364018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"107","HRW Music Group","Seed",30000,"2015",NA,"Seed Round - HRW Music Group","Electronics, Music, Music Label","Georgia","Less than $1M",120000,NA,NA,364153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"108","PlanChat","Seed",9e+05,"2015",NA,"Seed Round - PlanChat","Internet, Travel","California","Less than $1M",9e+05,NA,NA,284579,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"109","Stuccco","Pre-Seed",3e+05,"2015",NA,"Pre Seed Round - Stuccco","3D Technology, Apps, Construction, Home and Garden, Home Decor, Home Services, Interior Design, Real Estate, Virtual Goods, Virtual Reality","Kentucky","$1M to $10M",3e+05,NA,NA,284833,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"110","Buildup","Seed",1600000,"2015","Women Founded","Seed Round - Buildup","Construction, Mobile Apps, Software, Task Management","California","Less than $1M",8600000,"Ahikam Kaufman, Guy Goldstein",3,287692,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"111","Milestone Sports Ltd.","Seed",1400000,"2015",NA,"Seed Round - Milestone Sports Ltd.","Marketing Automation, Wearables","Maryland","$1M to $10M",1750000,NA,7,287786,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"112","PBXDom","Seed",150000,"2015",NA,"Seed Round - PBXDom","Analytics, Predictive Analytics, Telecommunications","California",NA,150000,NA,1,288808,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"113","OnceThere Inc","Seed",3e+05,"2015",NA,"Seed Round - OnceThere Inc","B2B, Internet, Leisure, Travel","Texas","Less than $1M",5556889,NA,2,288984,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"114","EOS Data Analytics","Seed",1e+06,"2015",NA,"Seed Round - EOS Data Analytics","Analytics, Geospatial, Information Technology, Software","California","$10M to $50M",1354623,NA,NA,289694,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"115","SoapBox Soaps","Seed",1145000,"2015",NA,"Seed Round - SoapBox Soaps","Consumer Goods, E-Commerce, Homeless Shelter, Manufacturing","District of Columbia","$1M to $10M",3260000,"Blue Collective",1,289987,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"116","Standard Luxury Group","Seed",60000,"2015",NA,"Seed Round - Standard Luxury Group","E-Commerce, Fashion, Lifestyle, Mobile","California",NA,60000,NA,NA,290265,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"117","Safesite","Seed",225000,"2015",NA,"Seed Round - Safesite","Enterprise Software, Information Services, Information Technology, InsurTech, Mobile, Risk Management","California","$1M to $10M",225000,NA,2,290395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"118","Chelfie","Seed",1850000,"2015",NA,"Seed Round - Chelfie","Artificial Intelligence, Data Integration, E-Commerce, Fashion, Social Shopping, Software","Virginia","$1M to $10M",3850000,NA,NA,162734,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"119","BookaLokal","Seed",20000,"2015","Women Founded","Seed Round - BookaLokal","Collaborative Consumption, Hospitality, Marketplace, Restaurants, Travel","New York",NA,389000,NA,1,298621,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"120","PlayDate","Seed",40000,"2015",NA,"Seed Round - PlayDate","Apps, Mobile, Video Games","New York","$1M to $10M",551000,NA,1,298649,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"121","Bolstr","Seed",1700000,"2015","Black / African American Founded","Seed Round - Bolstr","Financial Services, Marketplace","Illinois",NA,5381984,NA,5,298655,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"122","Mashups","Seed",1e+05,"2015",NA,"Seed Round - Mashups","Analytics, Brand Marketing, Digital Media, Mobile","California",NA,160000,NA,NA,298865,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"123","Lumen Learning","Seed",2500000,"2015","Women Founded, Women Led","Seed Round - Lumen Learning","Analytics, E-Learning, Education","Oregon","$1M to $10M",11250000,"Alliance of Angels, Oregon Venture Fund, Portland Seed Fund",8,299208,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"124","Simplifier Corporation","Seed",110000,"2015",NA,"Seed Round - Simplifier Corporation","Analytics, Big Data, Business Intelligence, SaaS","California",NA,110000,NA,NA,299538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"125","Aker Technologies","Seed",1600000,"2015","Hispanic / Latinx Founded, Hispanic / Latinx Led","Seed Round - Aker Technologies","Agriculture, AgTech, Analytics, Computer Vision, Enterprise Software","Missouri","Less than $1M",5171025,NA,NA,301867,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"126","Mosyle","Seed",1e+06,"2015","Hispanic / Latinx Founded, Hispanic / Latinx Led","Seed Round - Mosyle","Education, Enterprise Software, Mobile Devices, Software","Florida","Less than $1M",52054487,"DGF Investimentos",1,301892,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"127","LibertyX","Seed",4e+05,"2015",NA,"Seed Round - LibertyX","Bitcoin, Financial Services, FinTech","Massachusetts","$1M to $10M",4e+05,"Project 11 Ventures",1,302061,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"128","LevaData","Seed",1e+06,"2015",NA,"Seed Round - LevaData","Artificial Intelligence, Machine Learning, Procurement, SaaS, Software, Supply Chain Management","California","$1M to $10M",18500000,NA,NA,303254,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"129","CampusTap","Seed",5e+05,"2015",NA,"Seed Round - CampusTap","EdTech, Education, Enterprise Software, Private Social Networking","Massachusetts",NA,1500000,NA,4,304366,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"130","Alumni Ventures Group","Seed",5e+05,"2015","Women Founded","Seed Round - Alumni Ventures Group","Alumni, Angel Investment, Venture Capital","New Hampshire","$1M to $10M",5e+05,NA,1,183847,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"131","Aristotle Health.","Seed",2e+05,"2015",NA,"Seed Round - Aristotle Health.","Apps, Health Care, Mobile","North Carolina","$1M to $10M",2e+05,NA,NA,337672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"132","Seaters AI","Seed",3e+06,"2015",NA,"Seed Round - Seaters AI","Contests, Information Technology, Loyalty Programs, Sports","New York","$1M to $10M",1.1e+07,NA,13,184140,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"133","Transfer Devices","Seed",537500,"2015",NA,"Seed Round - Transfer Devices","Manufacturing, Nanotechnology, Semiconductor","California","Less than $1M",1837499,NA,NA,190418,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"134","JustCode","Seed",6e+05,"2015",NA,"Seed Round - JustCode","Information Technology, Social Media, Software, Web Development","New York","$1M to $10M",6e+05,NA,2,306150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"135","Place Pixel","Seed",40000,"2015",NA,"Seed Round - Place Pixel","Apps, Location Based Services, Social Media, Software","New York","Less than $1M",605000,NA,1,306962,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"136","Torchlight","Seed",1900000,"2015",NA,"Seed Round - Torchlight","Children, Elderly, Employee Benefits, Health Care, Human Resources, SaaS, Wellness","Massachusetts","$100M to $500M",3200000,NA,1,341068,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"137","Golden Spike","Seed",5e+05,"2015",NA,"Seed Round - Golden Spike","Aerospace, Tourism, Transportation","Colorado","$1M to $10M",6e+05,NA,1,341464,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"138","AppVirality","Seed",465000,"2015",NA,"Seed Round - AppVirality","Apps, Developer Tools, Mobile, SaaS, Software","Delaware","Less than $1M",1131664,NA,8,309131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"139","Squawk-IT","Seed",291502,"2015",NA,"Seed Round - Squawk-IT","Internet of Things, Online Portals, Social Media, Social Network, Software","New York",NA,5692502,NA,NA,310034,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"140","Really","Seed",285036,"2015",NA,"Seed Round - Really","Artificial Intelligence, Big Data, Health Care, Health Diagnostics, Machine Learning, Social Media","California","Less than $1M",285036,NA,NA,310737,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"141","Grown Ocean","Seed",250000,"2015","Women Founded","Seed Round - Grown Ocean","Adventure Travel, Mobile Apps, Travel","New York","$1M to $10M",250000,NA,NA,311381,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"142","DoubleMe","Pre-Seed",2e+05,"2015",NA,"Pre Seed Round - DoubleMe","3D Technology, Augmented Reality, Digital Entertainment, Digital Media, Software, Video Games, Virtual Reality, Virtual World","California","Less than $1M",12665000,"SparkLabs Global Ventures",1,311589,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"143","Cluise inc","Seed",3e+05,"2015","Women Founded, Women Led","Seed Round - Cluise inc","Association, E-Commerce, Fashion, Machine Learning, Software","Kentucky",NA,3e+05,NA,NA,347012,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"144","Nixplay","Seed",1750000,"2015",NA,"Seed Round - Nixplay","Internet of Things, Photography, Smart Home","California","$50M to $100M",1750000,NA,2,313437,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"145","Authess","Seed",18000,"2015",NA,"Seed Round - Authess","E-Learning, Information Technology, Simulation","Massachusetts","Less than $1M",3136473,NA,1,347791,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"146","Marketware","Seed",1400000,"2015",NA,"Seed Round - Marketware","Health Care, Hospital, Software","Utah","$1M to $10M",5900000,"EPIC Ventures",2,193343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"147","Cookunity","Seed",62000,"2015","Women Founded","Seed Round - Cookunity","E-Commerce, Food Delivery, Food Processing","New York","Less than $1M",7908798,NA,1,348170,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"148","Wondermento","Seed",50000,"2015","Women Founded","Seed Round - Wondermento","Hardware, Software, Wearables","New York",NA,1050000,NA,1,348409,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"149","PVBid, Inc.","Seed",125000,"2015",NA,"Seed Round - PVBid, Inc.","Cloud Data Services, SaaS, Software, Solar","Colorado","Less than $1M",135000,NA,1,194644,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"150","mydiveo","Seed",1500000,"2015",NA,"Seed Round - mydiveo","Digital Entertainment, Music, Web Apps","California",NA,4e+06,NA,NA,194742,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"151","[m]pirik","Seed",2500000,"2015",NA,"Seed Round - [m]pirik","Health Care, Information Technology, Medical, Software","Wisconsin","Less than $1M",3250000,NA,1,348918,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"152","BlurtBox","Seed",1e+05,"2015",NA,"Seed Round - BlurtBox","Hospitality, Hotel, Software","Florida",NA,350000,NA,NA,349348,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"153","WiseWear","Seed",2100000,"2015",NA,"Seed Round - WiseWear","Health Care, Medical, Wearables","Texas",NA,6451000,NA,NA,349427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"154","Radial Analytics","Seed",400040,"2015",NA,"Seed Round - Radial Analytics","Analytics, Cloud Data Services, Health Care","Massachusetts","Less than $1M",1775042,NA,2,195737,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"155","Imagry","Seed",4e+05,"2015",NA,"Seed Round - Imagry","Automotive, Crowdsourcing, Internet of Things, Mobile, Mobile Devices, Publishing, Software, Wearables","Arizona","$1M to $10M",8400000,NA,1,195797,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"156","CodeHS","Seed",1750000,"2015",NA,"Seed Round - CodeHS","Developer Platform, E-Learning, EdTech, Education, Information Technology, Secondary Education, Software, STEM Education","California","$1M to $10M",4229808,"Kapor Capital",6,349935,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"157","Viraltag","Seed",54000,"2015",NA,"Seed Round - Viraltag","Advertising, B2B, E-Commerce, SaaS, Software","New York","$1M to $10M",54000,NA,1,350377,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"158","Final","Seed",1e+06,"2015",NA,"Seed Round - Final","Billing, Credit Cards, FinTech, Fraud Detection, Mobile Payments, Payments, Personal Finance, Security","California",NA,4100000,NA,10,350550,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"159","Mashgin","Pre-Seed",120000,"2015",NA,"Pre Seed Round - Mashgin","Computer Vision, Retail Technology","California","$50M to $100M",11195000,"Y Combinator",1,350824,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"160","Okanjo","Seed",1700000,"2015",NA,"Seed Round - Okanjo","Advertising, Cloud Infrastructure, E-Commerce","Wisconsin","Less than $1M",3697202,NA,1,350852,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"161","FlyBuy Technologies Inc.","Seed",3e+05,"2015",NA,"Seed Round - FlyBuy Technologies Inc.","E-Commerce, Retail, Shopping","Washington","Less than $1M",365000,NA,NA,351675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"162","Zesty.io","Seed",375000,"2015",NA,"Seed Round - Zesty.io","Content, Enterprise Software, Information Services, Information Technology, Marketing, SaaS","California","$1M to $10M",3887475,NA,2,351981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"163","CirrusMD","Seed",1503386,"2015",NA,"Seed Round - CirrusMD","Health Care, Hospital, mHealth, Mobile Devices","Colorado","$1M to $10M",27603386,NA,4,352408,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
