Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - Black Buffalo 3D,Seed,Seed,"$2,826,000","Feb 16, 2022",Black Buffalo 3D,Black Buffalo 3D focuses upon two lines of business dedicated to sustainable 3D construction and related supplies and services.,"3D Printing, 3D Technology, Construction",—,"New York, New York, United States, North America",bb3d.io/,,"$2,826,000",Seed,1,Pennsylvania Department of Community & Economic Development,1
Seed Round - Zealios,Seed,Seed,"$475,000","Mar 16, 2022",Zealios,Zealios provides body and hair care products for athletes.,"Cosmetics, E-Commerce, Manufacturing, Personal Health, Wellness",—,"Bend, Oregon, United States, North America",www.teamzealios.com,,"$475,000",Seed,1,—,—
Seed Round - Baude,Seed,Seed,"$50,000","Feb 16, 2022",Baude,"Baude is a fragrance brand that offers body wash, body lotion, oils, and scrubs.","Consumer Goods, Fitness, Wellness",—,"Albany, New York, United States, North America",baudeny.com/,,"$112,000",Seed,3,—,—
Pre Seed Round - Contuit,Pre-Seed,Seed,"$2,000,000","Feb 1, 2022",Contuit,Contuit is an integration and automation platform for Managed Service Providers (MSPs).,—,—,"Seattle, Washington, United States, North America",www.contuit.com/,,"$2,000,000",Seed,1,—,1
Seed Round - Climax Foods,Seed,Seed,"$16,000,000","Feb 24, 2022",Climax Foods,Climax Foods creates plant-based ingredients and products using data-driven technology and culinary expertise.,"Biotechnology, Food and Beverage, Food Processing, Machine Learning, Sustainability",—,"Berkeley, California, United States, North America",climax.bio,,"$26,600,000",Seed,5,—,1
Seed Round - Grey,Seed,Seed,"$500,000","Feb 8, 2022",Grey,"Grey provides foreign banking services for digital nomads, freelancers, and remote workers in developing economies, starting with Africa.","Financial Services, FinTech",—,"Middletown, Delaware, United States, North America",grey.co,,"$2,500,000",Seed,3,—,2
Pre Seed Round - Reactual,Pre-Seed,Seed,"$750,000","Feb 1, 2022",Reactual,A collaborative analytics platform for GTM teams focused business context,"Analytics, Business Intelligence, Data Visualization",—,"San Francisco, California, United States, North America",www.reactual.tech/,,"$750,000",Seed,1,CapitalT,1
Seed Round - Sene,Seed,Seed,"$1,300,000","Feb 1, 2022",Sene,We are making sizeless clothing possible for everyone using AI.,"E-Commerce, Fashion, Retail",—,"Los Angeles, California, United States, North America",senestudio.com,,"$1,800,000",Seed,2,—,1
Seed Round - Neurotype Inc.,Seed,Seed,"$22,200","Feb 28, 2022",Neurotype Inc.,"Medical Device, SaMD, Software, Neurotechnology, Biofeedback, Neurofeedback","Health Care, Information Technology, Medical Device, Neuroscience, Software",—,"Minneapolis, Minnesota, United States, North America",www.neurotype.io,,"$837,983",Seed,10,—,1
Pre Seed Round - SnoFox Sciences,Pre-Seed,Seed,"$1,200,000","Feb 1, 2022",SnoFox Sciences,SnoFox Sciences provides analytics focused on increasing efficiency and decreasing energy usage for the cold industrial space.,"Analytics, Energy, Information Technology",—,"New York, New York, United States, North America",snofox.com/,,"$5,700,000",Seed,2,—,1
Seed Round - Focus Energy Drinks,Seed,Seed,"$60,000","Mar 4, 2022",Focus Energy Drinks,Focus Energy Drinks is a manufacturer of healthy energy drinks that are intended to be mixed with water.,"Food and Beverage, Food Processing, Manufacturing, Nutrition, Organic Food",—,"Las Vegas, Nevada, United States, North America",www.focusenergydrinks.com/,,"$60,000",Seed,1,—,—
Seed Round - PowerDev,Seed,Seed,"$2,150,000","Mar 15, 2022",PowerDev,PowerDev is a predictive ML-based SaaS analytics tool.,"Battery, Clean Energy, Energy Efficiency, Predictive Analytics, Renewable Energy, SaaS, Software, Sustainability",—,"Lewes, Delaware, United States, North America",www.power.dev/,,"$2,150,000",Seed,2,—,2
Pre Seed Round - Pills2Me,Pre-Seed,Seed,"$216,788","Feb 1, 2022",Pills2Me,Pills2Me is a digital pharmacy that delivers your prescription medicine to your home or workplace.,"Delivery, Delivery Service, Health Care, Same Day Delivery","Black / African American Founded, Black / African American Led","Las Vegas, Nevada, United States, North America",www.pills2me.com,,"$366,788",Seed,3,—,3
Seed Round - DeLorean Artificial Intelligence,Seed,Seed,"$3,000,000","Feb 28, 2022",DeLorean Artificial Intelligence,DeLorean AI is an artificial intelligence product company with products in healthcare (Medical AI) & sales (Sales AI).,"Artificial Intelligence, Information Technology",—,"Palm Beach, Florida, United States, North America",deloreanai.com/,,"$10,500,000",Early Stage Venture,2,—,—
Seed Round - Meaningful Gigs,Seed,Seed,"$6,000,000","Mar 18, 2022",Meaningful Gigs,Meaningful Gigs is a tech-enabled marketplace that up-skills and connects skilled African digital designers with enterprise companies.,"EdTech, Enterprise, Marketplace, Product Design, Skill Assessment",—,"Washington, District of Columbia, United States, North America",www.meaningfulgigs.com/,,"$7,100,000",Seed,2,Stage 2 Capital,7
Seed Round - Fleri,Seed,Seed,"$200,000","Mar 1, 2022",Fleri,"Cross-border health marketplace for global migrants with loved ones overseas, helping them find and directly pay for healthcare back home.","FinTech, Health Care, Information Technology, InsurTech, Marketplace","Black / African American Founded, Black / African American Led","Columbus, Ohio, United States, North America",www.joinfleri.com,,"$420,000",Seed,5,—,1
Pre Seed Round - Swipecart,Pre-Seed,Seed,"$300,000","Feb 1, 2022",Swipecart,No-code drag and drop mobile app builder. convert your E-commerce store in app.,"Mobile Apps, Software",—,"New York, New York, United States, North America",rentechdigital.com/swipecart,,"$300,000",Seed,1,Himanshu Dhameliya,1
Seed Round - WANTD,Seed,Seed,"$920,000","Mar 15, 2022",WANTD,The first sneaker marketplace built for power resellers,"Analytics, E-Commerce, Fashion, Internet, Marketplace, Mobile Apps, Retail, Retail Technology, Shoes, Trading Platform",—,"Los Angeles, California, United States, North America",www.getwantd.com/,,"$1,720,000",Seed,3,—,4
Pre Seed Round - FLUIX,Pre-Seed,Seed,"$120,000","Feb 25, 2022",FLUIX,Fluix specializes in liquid cooling for data centers using artificial intelligence and nanotechnology.,"Artificial Intelligence, Computer, Information Technology",—,"Orlando, Florida, United States, North America",fluixpro.com,,"$120,000",Seed,2,Techstars,1
Pre Seed Round - Opencash,Pre-Seed,Seed,"$1,200,000","Mar 8, 2022",Opencash,"Brokerage services are provided by Opencash Securities LLC, member FINRA & SIPC.",Financial Services,—,"Houston, Texas, United States, North America",opencash.com,,"$1,200,000",Seed,1,—,3
Seed Round - Harvest Returns,Seed,Seed,"$1,580,000","Mar 18, 2022",Harvest Returns,Harvest Returns is an online marketplace for agriculture investments.,"Agriculture, Crowdfunding, Financial Services, Insurance, Real Estate",—,"Fort Worth, Texas, United States, North America",harvestreturns.com,,"$1,785,000",Seed,4,FoodFutureCo,2
Pre Seed Round - 1up,Pre-Seed,Seed,"$2,000,000","Feb 18, 2022",1up,Ask anything about your company and competitors. 1up gives your sales & marketing teams the answers they need to win.,Software,—,"New City, New York, United States, North America",1up.ai,,"$2,000,000",Seed,2,—,2
Seed Round - Block Tackle,Seed,Seed,"$5,000,000","Mar 4, 2022",Block Tackle,Block Tackle is a San-Francisco-based studio dedicated to creating the first generation of fun-first blockchain games.,"Blockchain, Gaming",—,"San Francisco, California, United States, North America",www.skatex.io/,,"$5,000,000",Seed,1,"Cadenza Ventures, Play Ventures",16
Pre Seed Round - Nivra,Pre-Seed,Seed,"$1,050,000","Feb 25, 2022",Nivra,"Gamified educational curricula, best experienced in XR",—,—,"New York, New York, United States, North America",www.nivra.co/,,"$1,050,000",Seed,1,Livro,1
Seed Round - Giga Energy,Seed,Seed,"$2,300,000","Mar 1, 2022",Giga Energy,Giga Energy captures flared natural gas to power carbon negative computing.,"CleanTech, Energy",—,"Houston, Texas, United States, North America",www.gigaenergy.com/,,"$3,400,000",Seed,2,Magic Internet Money,4
Seed Round - Aeqium,Seed,Seed,"$5,814,996","Mar 9, 2022",Aeqium,"Aeqium is a compensation management platform that makes comp planning fast, data-driven, and collaborative.","Sales Automation, Software",—,"San Francisco, California, United States, North America",aeqium.com/,,"$5,814,996",Seed,2,—,—
Pre Seed Round - Selfr,Pre-Seed,Seed,"$150,000","Feb 17, 2022",Selfr,Selfr is an AI-powered data platform that helps you build automated pipelines to turn data from multiple sources into live dashboards,"Analytics, Business Intelligence, Data Integration, Data Storage, Data Visualization",—,"New York, New York, United States, North America",www.selfr.ai,,"$675,000",Seed,2,—,—
Pre Seed Round - Rentech Digital,Pre-Seed,Seed,"$300,000","Feb 1, 2022",Rentech Digital,Rentech Digital is a comprehensive business tech platform to transform the way you work.,"Mobile Apps, Software",—,"New York, New York, United States, North America",rentechdigital.com/,,"$300,000",Seed,1,Himanshu Dhameliya,1
Seed Round - INTERSTELLAR LAB,Seed,Seed,"$5,000,000","Mar 7, 2022",INTERSTELLAR LAB,"Interstellar Lab designs, manufactures and operates controlled-environment biofarms to unleash the power of plants. On Earth and in Space.","Aerospace, AgTech, Bioinformatics, Biotechnology, Farming, Hardware","Women Founded, Women Led","Los Angeles, California, United States, North America",interstellarlab.earth,,"$6,200,000",Seed,4,—,9
Pre Seed Round - Rexalto Technologies,Pre-Seed,Seed,"$600,000","Mar 1, 2022",Rexalto Technologies,Rexalto is a tech startup offering a digital and shared-mobility solutions for the automotive industry.,"Car Sharing, E-Commerce Platforms, SaaS, Sharing Economy, Software",—,"Santa Monica, California, United States, North America",www.rexalto.tech,,"$700,000",Seed,2,—,1
Pre Seed Round - Beepboop,Pre-Seed,Seed,"$260,000","Mar 1, 2022",Beepboop,Audio-only virtual school for language learning,"EdTech, Education, Language Learning, Virtual Workforce","Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded","New York, New York, United States, North America",beepboop.us/,,"$360,000",Seed,3,—,3
Seed Round - Proteinea,Seed,Seed,"$2,200,000","Mar 14, 2022",Proteinea,Engineering proteins to tackle life-threatening diseases with an eye on accessibility.,Biotechnology,—,"Boston, Massachusetts, United States, North America",proteinea.com/,,"$2,790,000",Seed,6,Shorooq Partners,2
Seed Round - MetaStreet,Seed,Seed,"$14,000,000","Feb 8, 2022",MetaStreet,MetaStreet is a liquidity routing and scaling solution for NFT collateralization platforms.,"Computer, Financial Services, Software",—,"Boston, Massachusetts, United States, North America",www.metastreet.xyz/,,"$35,000,000",—,3,Dragonfly,16
Seed Round - Justpoint,Seed,Seed,"$6,900,000","Mar 11, 2022",Justpoint,Using AI to identify sources of harm and eliminate them by using the litigation system to hold responsible parties to account.,"Artificial Intelligence, Big Data, Legal Tech, Machine Learning",Hispanic / Latine Founded,"New York, New York, United States, North America",www.justpoint.com,,"$58,640,000",Seed,5,"Charge Ventures, Divergent Capital",10
Seed Round - Hiveclass,Seed,Seed,"$1,250,000","Feb 23, 2022",Hiveclass,Hiveclass is a youth sports training platform to provide quality training that is accessible to everyone.,"Fitness, Wellness",—,"New York, New York, United States, North America",www.hiveclass.co,,"$1,250,000",Seed,1,Appia Ventures,1
Seed Round - DanceFight,Seed,Seed,"$500,000","Mar 18, 2022",DanceFight,DanceFight is a mobile application platform that serves as a mobile video competition platform.,—,—,"Austin, Texas, United States, North America",dancefightapp.com,,"$1,015,000",Seed,5,—,1
Pre Seed Round - Root Kitchen,Pre-Seed,Seed,"$130,000","Mar 18, 2022",Root Kitchen,Root Kitchen is a plant-based frozen-ready-meal startup that focuses on the D2C meal-subscription and retail markets.,"Cooking, Food and Beverage, Restaurants",—,"St Louis, Missouri, United States, North America",rootkitchen.uk,,"$148,911",Seed,2,—,1
Pre Seed Round - Motorenn,Pre-Seed,Seed,"$300,000","Feb 1, 2022",Motorenn,The Comprehensive Luxury and Exotic Car Experience - Buy. Sell. Consign. Maintain.,"Automotive, E-Commerce","East Asian Founded, East Asian Led","Los Angeles, California, United States, North America",www.motorenn.com,,"$800,000",Seed,2,—,2
Pre Seed Round - Pronto Pantry,Pre-Seed,Seed,"$600,000","Mar 3, 2022",Pronto Pantry,Pronto Pantry built a customer-centric virtual real-time shopping experience.,"Information Technology, Retail Technology",—,"Chicago, Illinois, United States, North America",pronto-pantry.com,,"$2,200,000",Seed,3,—,1
Seed Round - Bite,Seed,Seed,"$125,000","Mar 14, 2022",Bite,Bite is a powerful software for guest experience in restaurants.,"Enterprise, Hospitality, Information Technology, Restaurants, Software",—,"New York, New York, United States, North America",getbite.com,,"$10,458,646",—,8,—,2
Seed Round - Epic League,Seed,Seed,"$1,000,000","Mar 9, 2022",Epic League,Epic League is a company specializing in Online RPG and blockchain ecosystem.,"Blockchain, Gaming",—,"New York, New York, United States, North America",www.epicleague.io,,"$1,000,000",—,2,Yield Guild Games Southeast Asia,5
Pre Seed Round - Thorium Data,Pre-Seed,Seed,"$100,000","Mar 1, 2022",Thorium Data,Thorium is the User-Friendly No Code Meta Data Management Platform Data Catalog Solution for The Rest of Us.,"Information Technology, Internet, SaaS, Software",—,"Fremont, California, United States, North America",www.thoriumdata.app,,"$200,000",Seed,2,Forum Ventures,3
Pre Seed Round - Pest Share,Pre-Seed,Seed,"$1,000,000","Mar 18, 2022",Pest Share,Pest Share is a pest control coverage for the insurance program that allows tenants to report pest services and claim for the same.,"Insurance, Property Management",—,"Nampa, Idaho, United States, North America",pestshare.com/,,"$5,529,957",Seed,2,Capital Eleven,1
Seed Round - Moda AI,Seed,Seed,"$3,690,000","Feb 1, 2022",Moda AI,Next-generation AI-powered product discovery for E-Commerce.,"Artificial Intelligence, E-Commerce, Machine Learning, Product Search, Retail Technology, Software",—,"San Francisco, California, United States, North America",www.trymoda.ai/,,"$3,690,000",Seed,1,—,—
